               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.023214,            0.010333,           0.0015195,              0.9471,             0.93523,             0.98506,             0.71673,            0.018681,           0.0036905,          0.00091357,            0.005644,            0.005644,            0.005644
                 134,            0.023044,            0.010101,           0.0022023,             0.95154,             0.93057,             0.97247,             0.69852,            0.019493,           0.0037968,           0.0012505,            0.005611,            0.005611,            0.005611
                 135,            0.023626,           0.0097712,           0.0016183,             0.97434,             0.89768,             0.97386,              0.6818,            0.021378,           0.0038087,           0.0017371,            0.005578,            0.005578,            0.005578
                 136,            0.024728,            0.010437,           0.0019375,             0.96213,             0.92835,             0.97452,             0.72066,            0.019284,           0.0036318,          0.00098796,            0.005545,            0.005545,            0.005545
                 137,            0.023979,            0.010272,           0.0026716,             0.97274,             0.92515,             0.98483,             0.72634,             0.01997,           0.0036983,           0.0013038,            0.005512,            0.005512,            0.005512
                 138,            0.023837,            0.010037,           0.0021582,             0.96409,             0.95376,             0.97818,             0.71297,            0.019515,           0.0037792,           0.0012447,            0.005479,            0.005479,            0.005479
                 139,             0.02455,            0.010078,           0.0018499,             0.97544,             0.93179,             0.97972,             0.69578,            0.020082,           0.0037584,          0.00080028,            0.005446,            0.005446,            0.005446
                 140,            0.023606,           0.0096883,           0.0020166,             0.96738,             0.96939,             0.99305,             0.73678,            0.018586,           0.0037503,          0.00062232,            0.005413,            0.005413,            0.005413
                 141,            0.023758,            0.010252,           0.0016307,             0.94259,             0.96724,             0.99076,             0.71824,            0.021275,           0.0038693,          0.00047698,             0.00538,             0.00538,             0.00538
                 142,            0.023691,            0.010256,           0.0016702,             0.97149,             0.94781,             0.98217,             0.68457,            0.022993,           0.0039306,          0.00052876,            0.005347,            0.005347,            0.005347
                 143,            0.024035,            0.010074,           0.0019206,             0.89008,             0.96047,             0.98096,             0.68063,            0.023035,           0.0038528,           0.0009697,            0.005314,            0.005314,            0.005314
                 144,             0.02354,            0.010357,           0.0017993,             0.97056,             0.92962,             0.98045,             0.71291,            0.020864,             0.00386,           0.0013984,            0.005281,            0.005281,            0.005281
                 145,            0.023401,            0.009665,            0.001294,             0.93905,             0.95196,             0.98242,             0.72061,            0.020232,           0.0038857,          0.00097961,            0.005248,            0.005248,            0.005248
                 146,            0.024362,            0.010222,           0.0018301,             0.94131,             0.95819,             0.97973,              0.7062,            0.021195,            0.003916,            0.001292,            0.005215,            0.005215,            0.005215
                 147,            0.023537,           0.0098791,           0.0020934,             0.92444,               0.973,             0.98426,             0.71583,            0.022707,           0.0039194,           0.0011519,            0.005182,            0.005182,            0.005182
                 148,            0.022606,           0.0099617,           0.0015157,             0.94812,             0.95634,             0.98764,             0.72072,            0.020647,           0.0038571,          0.00092435,            0.005149,            0.005149,            0.005149
                 149,            0.022351,            0.009648,           0.0012221,              0.9886,             0.94678,             0.98615,             0.70992,             0.02133,           0.0036235,          0.00066509,            0.005116,            0.005116,            0.005116
                 150,            0.022539,           0.0093896,           0.0014882,             0.97228,             0.92102,             0.98919,             0.72898,            0.020254,           0.0036802,          0.00055132,            0.005083,            0.005083,            0.005083
                 151,            0.023141,           0.0094198,           0.0015314,             0.99663,             0.92515,             0.98636,             0.72038,             0.02073,           0.0036809,          0.00047164,             0.00505,             0.00505,             0.00505
                 152,            0.023322,           0.0094688,           0.0019011,             0.97409,             0.98039,             0.99337,             0.72748,            0.022285,           0.0037272,          0.00043931,            0.005017,            0.005017,            0.005017
                 153,            0.022958,           0.0096842,           0.0018291,             0.96762,             0.97934,             0.98992,             0.73421,            0.021166,           0.0038166,          0.00051975,            0.004984,            0.004984,            0.004984
                 154,            0.023188,            0.010033,           0.0014488,             0.94105,             0.96886,             0.97959,             0.69448,            0.020374,           0.0041795,          0.00093451,            0.004951,            0.004951,            0.004951
                 155,             0.02312,           0.0096951,           0.0015531,             0.95408,             0.95018,             0.97172,             0.70689,            0.022157,           0.0038693,           0.0010731,            0.004918,            0.004918,            0.004918
